category,satisfaction_score,Aesthetics,Safety,Vibrancy,Wealth,Depression,Boring
ISS,3.9,4.911346555,3.091797054,3.235416532,5.180645108,5.860717654,5.106245875
ISS,3.5,4.798457146,3.011147141,3.490012288,5.10493505,5.735461235,5.148706913
ISS,3.1,4.902760148,3.000958264,3.307229102,5.10319519,5.992938638,5.265473723
ISS,4.0,4.884023428,3.156327546,3.186006367,5.089607358,5.983538985,5.078700185
ISS,3.5,4.797944903,3.059959948,3.48252511,4.923279047,5.96706152,5.182488322
ISS,3.9,4.935807347,2.963769555,3.589386582,5.30013001,5.977088928,5.325960875
ISS,4.0,4.776419401,3.05065906,3.333380401,5.047359586,5.667906761,5.24493444
ISS,3.5,4.91546011,2.98533994,3.405030489,5.219168305,5.995884776,5.311558247
ISS,3.6,4.841725707,3.019560337,3.387818038,5.210629582,5.82465148,5.158542514
ISS,4.0,4.933143377,3.014798284,3.370511949,5.221017003,6.141113281,5.326956868
ISS,3.5,4.813235998,2.920009315,3.553182364,5.104678035,5.818720698,5.25126791
ISS,4.3,4.722518206,3.166068137,3.459232748,5.130752087,5.698610067,5.276895046
ISS,3.8,4.784290552,3.031333923,3.240022361,5.202368975,5.749383688,5.20823884
ISS,4.7,4.824825048,3.03136754,3.46399641,5.021071672,5.740456581,5.0833565
ISS,3.6,4.800619841,3.033872426,3.420639634,5.102409959,5.855536103,5.171737075
ISS,3.7,4.89342761,3.192116737,3.183197677,5.164579153,5.950780749,5.099781156
ISS,4.2,4.884879708,3.070689201,3.622862637,5.331640363,5.688899875,5.39441514
ISS,3.0,4.948441148,3.105886042,3.271123767,5.16133976,5.800277948,5.228075147
ISS,3.8,4.770571113,3.054251552,3.452294648,5.049036503,5.749089718,5.11686945
ISS,4.3,4.978960276,3.123636305,3.40230757,5.223134637,5.86840415,5.203028798
ISS,3.4,4.832459092,3.09171927,3.387474716,5.02959919,5.847843289,5.045723915
ISS,3.7,4.844390154,3.00372225,3.534780681,5.092828393,5.900910974,5.108960748
ISS,3.5,4.893421769,3.217985272,3.349680126,5.184051394,5.881696582,5.303001285
ISS,3.5,4.911648393,3.37591511,3.450545251,5.23372221,6.017455339,5.28924799
ISS,3.5,4.778262496,2.950019121,3.384832919,5.117122173,5.735335231,5.228023887
ISS,4.5,4.789124131,3.106224179,3.448202491,5.096889377,5.772891283,5.365652919
ISS,3.4,4.86380136,3.203177631,3.512704313,5.191808462,5.886184454,5.269289255
ISS,3.4,4.777648926,3.105323553,3.512716353,5.125550628,5.703181267,5.143763065
ISS,2.9,4.833130598,2.943530083,3.28454572,5.079683781,5.683589578,5.222398996
ISS,3.7,4.657536268,2.89167124,3.536169946,5.029077649,5.286170125,5.473668933
ISS,4.8,5.039283514,3.085894346,3.572784841,5.18770957,5.83185792,5.427247643
ISS,3.5,4.937449574,3.187221527,3.299334347,5.288829923,6.00233829,5.309589028
ISS,3.8,4.834044337,2.890942872,3.282822311,5.095213175,5.899479747,5.153174758
ISS,3.4,4.833701372,3.104057848,3.431136489,5.364323735,5.973366261,5.291859984
ISS,3.0,4.875104547,3.174454868,3.436462641,5.067873716,5.993175864,5.137510419
ISS,3.1,4.850859642,3.071947157,3.42544508,5.263611436,5.861600995,5.359003067
ISS,4.3,4.934927464,3.145412683,3.553769171,5.301173329,5.732332349,5.359808683
ISS,4.7,4.824476242,3.158399582,3.624305248,5.307011962,5.895991087,5.479279876
ISS,4.4,4.772243142,3.053085744,3.444043815,5.119588375,5.829283118,5.389650345
ISS,3.0,4.979450822,3.138496161,3.381515384,5.206640601,5.778121829,5.259113073
ISS,3.6,4.935807347,2.963769555,3.589386582,5.30013001,5.977088928,5.325960875
ISS,3.5,4.681265116,3.081889272,3.54591012,5.117841125,5.95702076,5.241405249
ISS,3.6,4.83051455,2.959615111,3.343622506,5.160479903,5.740505934,5.20869875
ISS,3.0,4.823928952,3.110287964,3.228665888,5.064868808,5.6632092,5.079978466
ISS,3.4,4.853240609,3.063964009,3.350198209,5.122415662,5.857777715,5.247977495
ISS,4.2,4.824825048,3.03136754,3.46399641,5.021071672,5.740456581,5.0833565
ISS,3.5,4.925515175,3.189223766,3.366284072,5.175343633,6.010582209,5.200421929
ISS,4.2,4.880997181,3.113889813,3.429611921,5.041741014,5.665682316,4.948533773
ISS,4.6,4.855781913,3.21049118,3.558474779,5.033565164,5.934464693,4.989239454
ISS,3.9,4.814561367,3.053447783,3.323375702,5.06063509,5.754767299,5.090632081
ISS,3.8,4.857091665,2.925570488,3.565848351,5.030656457,5.727087736,5.221883059
ISS,3.7,4.867954016,3.032127321,3.392187834,5.161828279,5.786445856,5.256504297
ISS,3.4,4.929906368,3.009910524,3.305525005,5.141341209,5.854958892,5.146505952
ISS,3.4,4.721315861,3.019275248,3.474502265,5.053774714,5.708776951,5.319008946
ISS,3.4,4.838604927,2.855905235,3.363618433,5.060818553,5.686906338,5.122016907
ISS,3.9,4.935807347,2.963769555,3.589386582,5.30013001,5.977088928,5.325960875
ISS,4.7,4.830938339,2.968764424,3.458111525,5.120379448,5.890791178,5.245995045
ISS,4.4,4.900444746,3.079851389,3.391633034,5.126803875,5.776655078,5.204172969
ISS,3.7,4.861139774,3.036095023,3.444609642,5.078861475,5.869739175,5.242893934
ISS,3.9,4.883013844,3.013621032,3.384266734,5.171564817,6.052491069,5.207664013
ISS,3.6,4.876886368,3.084997594,3.173310518,5.07415247,5.803131104,5.109096885
ISS,2.9,4.770109653,2.994940042,3.550407588,5.05190146,5.733979106,5.243013978
ISS,3.8,4.854662418,3.025671065,3.493450224,5.204593897,5.960346818,5.152980208
ISS,3.4,4.893504262,3.138407052,3.332645178,5.081050754,5.888152003,5.222948194
ISS,3.9,4.941763043,3.074800432,3.488564849,5.319026589,5.942554951,5.450638294
ISS,3.8,4.752905369,2.941149354,3.433031797,5.146531701,5.584317803,5.221598148
ISS,3.5,4.851192594,3.071984112,3.463261247,5.149124503,5.659989238,5.339383721
ISS,3.6,4.858845353,3.067486286,3.35481596,5.041566253,5.909250975,5.073150516
ISS,4.5,4.707213759,2.978494167,3.615425587,5.191515446,5.890294433,5.269599438
ISS,3.5,4.832206488,3.050591052,3.441595793,5.087753654,5.836875677,5.210582972
ISS,3.9,4.716853499,2.959541023,3.499245644,5.154827714,5.598689675,5.209757924
ISS,3.7,4.87038815,2.986490011,3.312345445,4.98554039,5.867595673,4.77168119
ISS,3.5,4.889155984,3.068235695,3.248915136,5.29352951,5.965876818,5.235781074
ISS,3.9,4.830296755,3.16314292,3.475885153,5.25454998,5.957706451,5.294331789
ISS,3.0,4.932933807,3.160547256,3.478080928,5.104286671,5.785831571,5.132366657
ISS,4.3,4.898261428,3.019717515,3.431189001,5.042561889,5.876223087,5.20274353
ISS,3.1,4.905968189,3.059519887,3.475865185,5.064456224,5.837733269,5.29764092
ISS,3.7,4.889612913,3.162284255,3.4215675,5.22266531,5.802382708,5.282132506
ISS,3.1,4.897206187,3.23962754,3.533034205,5.155599117,5.891736269,5.247153163
ISS,3.7,4.829300761,3.192584634,3.46406132,5.133667707,5.912779331,5.186411738
ISS,2.9,4.829153061,3.0228737,3.572672963,5.171113014,5.760735154,5.541934371
ISS,4.6,4.916264892,3.093495309,3.425152898,5.31148088,5.834504247,5.319787383
ISS,3.9,4.882222056,3.166477442,3.652014554,5.188994169,6.027781487,5.374791861
ISS,3.0,4.831178546,3.060390174,3.331701577,5.256117702,5.930888414,5.248969913
ISS,4.1,4.886346459,3.219419658,3.193814576,5.046704888,5.831854105,5.088774323
ISS,4.0,4.70741415,2.96291244,3.648394167,5.132705092,5.612372875,5.173218727
ISS,3.8,4.725998759,2.945226848,3.418718696,5.100940943,5.824704051,5.323323965
ISS,3.1,4.838561416,2.922064126,3.290888965,5.138258815,5.743573785,5.40638268
ISS,3.8,4.849259496,3.147508621,3.420387506,5.193822145,5.741124868,5.328958869
ISS,4.0,4.817884564,3.14902246,3.47537905,5.134527087,5.854825735,5.222735405
ISS,2.9,4.885290861,2.941123486,3.30856204,5.213201046,5.942006826,5.223506927
ISS,4.0,4.848875642,2.964851558,3.583899021,5.087513685,5.914384842,5.231403112
ISS,3.6,4.879802704,2.904276252,3.312555373,5.088721395,5.893929601,5.020409465
ISS,3.4,4.793606162,3.019786596,3.277397633,5.013631225,5.656707764,5.019002676
ISS,3.4,4.930687904,3.155263305,3.381583631,5.128802299,5.919326186,5.135868311
ISS,4.0,4.785089612,2.963581443,3.425268769,5.046143293,5.875545502,5.081226349
ISS,3.5,4.837872028,2.992673159,3.5652529,5.194968939,5.887283802,5.267872214
ISS,3.1,4.813923478,3.071712971,3.569409549,5.246696353,5.756904602,5.367931128
ISS,3.9,4.84490478,3.126227021,3.234834433,5.258675933,5.925472856,5.219989896
ISS,3.4,4.863132954,2.925764024,3.3703987,5.079419374,5.961384773,5.289397478
ISS,3.8,4.982673287,3.111320257,3.436560988,5.201229572,6.061111808,5.346425056
ISS,3.4,4.867190957,3.035836518,3.33641839,5.11109221,5.858792305,5.279403448
ISS,3.5,4.794787407,3.0443753,3.421930909,5.111801863,5.820836663,5.11299026
ISS,4.7,4.778972983,3.035348833,3.354536295,5.087909222,5.698648572,5.183280945
ISS,3.8,4.879046321,3.108394742,3.399947941,5.250065088,5.6578058,5.212453008
ISS,3.5,4.915914655,3.11396122,3.447479427,5.276552558,5.918048859,5.202867746
ISS,3.8,4.874190331,3.059098482,3.380911052,5.182008982,5.948893309,5.250678897
ISS,3.5,4.850859642,3.071947157,3.42544508,5.263611436,5.861600995,5.359003067
ISS,4.8,4.716053128,2.83960712,3.537504017,5.102346539,5.850028634,5.267315388
ISS,3.7,4.838561416,2.922064126,3.290888965,5.138258815,5.743573785,5.40638268
ISS,3.0,4.911423326,3.110673606,3.320187986,5.191455841,5.944355011,5.062915802
ISS,3.7,4.762999773,2.995423555,3.329230249,5.015732646,5.689699292,4.942573071
ISS,4.2,4.932176948,3.062542677,3.484079838,5.270815253,5.897342563,5.409376502
ISS,4.3,4.807050228,3.183407366,3.429063737,5.125677705,5.964011192,5.222035646
ISS,3.4,4.798343897,2.98418951,3.338393271,5.005014539,5.612243295,5.108788729
ISS,3.5,4.883859873,2.988440096,3.319270313,5.012544155,5.926997781,5.105029821
ISS,3.3,4.858156323,2.917296469,3.352184534,5.050227523,5.760206103,5.106971145
ISS,3.7,4.909791231,3.147850335,3.552190125,5.126527309,5.708872199,5.27829206
ISS,3.5,4.892656684,3.036521554,3.377754807,5.29039216,5.737830281,5.376026392
ISS,4.1,4.820717335,3.211007118,3.414362013,5.087750912,5.97345686,5.079661965
ISS,3.9,4.884133101,3.086136997,3.457396805,5.303389788,5.900051236,5.375186324
ISS,3.8,4.831609726,3.175161421,3.445685387,5.265967727,5.941841006,5.446616411
ISS,3.5,4.920364738,3.245173335,3.54903096,5.139479518,5.924105167,5.262503028
ISS,3.6,5.02100873,3.227938652,3.376613677,5.258234143,5.986895204,5.303547144
ISS,3.6,4.831182718,2.851810157,3.596971333,5.182241201,5.846490264,5.238556743
ISS,3.5,4.818315268,3.068227351,3.256991684,5.015771985,5.790376425,5.092752337
ISS,3.8,4.991094708,3.495226145,3.351804495,5.291881442,5.944792271,5.275774837
ISS,3.5,4.809772015,2.882076263,3.500132501,4.967491269,5.52197969,5.263189673
ISS,4.1,4.810530782,3.053135276,3.500350893,5.275519848,5.750858903,5.284384489
ISS,3.7,4.922137022,3.116125762,3.244127929,5.193717241,5.962493539,5.114658833
ISS,3.7,4.837836981,2.859586895,3.486510694,5.092744112,5.618878603,5.172339678
ISS,4.9,4.780630469,3.133908451,3.322288156,5.209653497,5.81537497,4.955252171
ISS,3.8,4.899561644,3.047899604,3.098571599,4.982706666,5.871324062,5.021532536
ISS,3.5,4.861936212,3.044555426,3.346541703,4.976057887,5.731464624,5.068995714
ISS,4.7,4.850694418,2.97823596,3.393085718,5.148852348,5.874808788,5.332234859
ISS,3.1,4.976750374,3.22651428,3.271674275,5.260554552,5.978827596,5.207547307
ISS,4.5,4.849452972,2.897516847,3.257932901,5.14500308,5.855002284,5.093944192
ISS,4.9,4.909710169,3.057527959,3.289009333,5.194789767,5.905915856,5.141500831
ISS,3.6,4.768442512,2.969979882,3.324204743,4.993497729,5.680150747,5.032722592
ISS,3.7,4.862639666,3.139335096,3.513145447,5.009227157,5.707581282,5.209967852
ISS,3.5,4.968303323,3.120633602,3.411607623,5.145828962,5.812354445,5.230574727
ISS,4.7,4.847570181,3.108709097,3.238917351,5.039395094,5.681530833,5.102154136
ISS,3.5,4.951764345,3.013114214,3.290857732,5.071542621,5.992054462,4.945368409
ISS,3.5,4.952410817,3.282339692,3.340399504,5.254461408,6.159861207,5.251629233
ISS,4.0,4.880149007,3.100802422,3.347231507,5.171905994,5.994399786,5.483154655
ISS,3.9,4.884023428,3.156327546,3.186006367,5.089607358,5.983538985,5.078700185
ISS,4.2,4.887768388,3.162612736,3.516923904,5.32162559,5.77218914,5.254766941
ISS,3.9,4.82112813,3.046554923,3.44276613,5.248937964,5.742366433,5.408473969
ISS,3.5,4.988054633,3.084032118,3.546044171,5.285327554,5.95392096,5.308871508
ISS,3.6,4.750867844,2.944662094,3.453079879,5.108188748,5.866641283,5.243282795
ISS,3.4,4.783559561,2.858898878,3.250245154,5.193021178,5.901808858,5.246028066
ISS,3.5,4.741992235,3.022197127,3.488834798,5.24171257,5.723945856,5.366830707
ISS,4.9,4.830096126,3.157797933,3.512748599,5.232886553,5.847723603,5.088930249
ISS,3.6,4.817900896,3.083250165,3.447756767,5.109767795,5.71280849,5.184102297
ISS,4.9,4.783737183,3.051789224,3.592936218,5.067174554,5.787155747,5.263518691
ISS,4.3,4.888309479,3.081510305,3.480123341,5.126598716,5.908951283,5.189400673
ISS,4.0,4.823703885,3.048030496,3.515036821,5.263414979,5.875135303,5.360438943
ISS,3.4,4.874541759,3.157104433,3.162750959,5.21191597,6.035577655,5.242088079
ISS,3.6,4.91551888,3.064814746,3.423363447,5.186751127,5.934560776,5.153500676
ISS,3.5,4.830635548,3.122537911,3.435468674,4.984780431,5.764494061,5.088840961
ISS,4.0,4.882002711,3.018528283,3.446896315,5.248314977,5.876511455,5.383733749
ISS,4.0,4.775396466,2.885958016,3.518342733,5.0710181,5.711148858,5.3936553
ISS,3.4,4.825972438,3.15696454,3.30285114,5.109378815,5.91736865,5.049364448
ISS,3.6,4.916548729,3.314558268,3.272972465,5.051427126,6.050688624,5.094427943
ISS,4.4,4.894666553,3.242021859,3.469706655,5.207241654,6.102289677,5.123283744
ISS,4.9,4.74644959,2.935684264,3.247863054,5.103466034,5.738083839,5.014301062
ISS,4.3,4.932176948,3.062542677,3.484079838,5.270815253,5.897342563,5.409376502
ISS,3.7,4.813619256,3.016041219,3.429804265,5.118146896,5.809288383,5.336330652
ISS,4.0,4.869652271,2.991662621,3.553777874,5.194500208,5.908468723,5.298260331
ISS,4.0,4.826623321,2.960088253,3.565110326,5.154556513,5.924280763,5.195520282
ISS,3.7,4.965076685,3.178306162,3.710762024,5.225879788,5.923787713,5.424028039
ISS,3.5,4.883013844,3.013621032,3.384266734,5.171564817,6.052491069,5.207664013
ISS,3.5,4.881845951,3.306768239,3.375096798,5.157911062,5.971921802,5.206157804
ISS,4.3,4.870480776,3.012348294,3.416260242,5.136884212,5.931250215,5.320870161
ISS,3.6,4.872899771,3.048168421,3.460947037,5.16877389,5.923634529,5.294943571
ISS,3.4,4.957916617,3.046793401,3.439329982,5.238673091,5.882836461,5.380310178
ISS,3.9,4.988887191,3.031265676,3.421975911,5.149691582,5.933925748,5.055889845
ISS,3.6,4.786394596,3.287128687,3.388092339,5.147230864,5.780262232,5.109449387
ISS,4.6,4.873650908,3.004582226,3.505703926,5.142350554,5.871226192,5.293332934
ISS,4.0,4.851024628,3.061887085,3.414781988,5.120627999,5.814264655,5.213993788
ISS,3.6,4.879538178,3.108353674,3.351764619,5.190571785,5.847357988,5.35267508
ISS,3.4,4.826206565,3.095369101,3.547966123,5.181666374,5.960676074,5.31214571
ISS,3.4,4.817746282,3.03925097,3.404525697,5.172412753,5.585966945,5.299321413
ISS,4.0,4.861194372,2.973665714,3.524919271,5.086798668,5.787166834,5.165787578
ISS,3.4,4.748235345,2.99845171,3.276026905,5.04842186,5.735356092,4.97440052
ISS,3.9,4.969219208,3.013049126,3.253280342,5.230289936,5.939754725,5.105873823
ISS,3.6,4.780992389,2.958799064,3.350514114,5.214881778,5.700119495,5.116139889
ISS,3.3,4.854540229,2.960999608,3.348522604,5.247799635,5.864362836,5.082815886
ISS,3.7,4.926598549,3.14103806,3.579148352,5.113709807,6.112429976,5.496818542
ISS,3.6,4.77712369,3.188061595,3.384804368,5.094238639,5.567935467,4.989144802
ISS,3.6,4.86927557,3.143232942,3.77124691,5.13263905,5.88805449,5.385307908
ISS,3.7,4.888494015,3.06032455,3.401555896,5.163913965,5.900904179,5.219153404
ISS,3.5,4.872683764,3.074671268,3.35315901,5.058852077,5.791532516,5.104767203
ISS,3.5,4.860365391,3.126110911,3.590697646,5.236458421,5.697387815,5.210634589
ISS,4.7,4.888139844,2.980132282,3.490309536,5.15342629,5.783537388,5.183531642
ISS,3.4,4.884446144,3.207939386,3.338277817,5.059885859,5.991245508,5.209942818
ISS,3.2,4.924540877,3.026917875,3.226083577,5.253388166,5.979893684,5.234458447
ISS,4.6,4.841374636,3.084524393,3.520384669,5.371145606,5.634393811,5.442511082
ISS,3.5,4.838942409,2.960665226,3.366074562,5.252947092,5.878947377,5.120985508
ISS,3.5,4.928402543,3.108854413,3.525443733,5.213173866,5.812667131,5.192770362
ISS,4.0,4.862639666,3.139335096,3.513145447,5.009227157,5.707581282,5.209967852
ISS,4.3,4.95947361,2.980869174,3.265647709,5.033941627,5.95732677,4.866585732
ISS,3.5,4.918162942,2.920732021,3.419382751,5.136169314,5.657536626,5.31253171
ISS,4.0,4.905632257,3.007701814,3.328418076,5.184956074,5.916074276,5.312273502
ISS,4.6,4.777893186,2.810133278,3.276478469,5.162710428,5.753997445,5.242295742
ISS,3.4,4.87095046,3.106087089,3.386472285,5.327932477,5.938912511,5.355527282
ISS,4.1,4.906301618,3.148257256,3.24935919,5.309162498,5.966231585,5.240955234
ISS,3.2,4.684875607,3.205825984,3.430974364,4.994490385,5.996962309,5.330250502
ISS,3.9,4.780630469,3.133908451,3.322288156,5.209653497,5.81537497,4.955252171
ISS,4.7,4.813183904,2.948107183,3.392859936,5.240841269,5.764753222,5.345641851
ISS,4.0,4.800324202,2.996702909,3.41752249,5.088549376,5.974311113,5.22309196
ISS,4.0,4.947261333,3.063955545,3.171858609,5.048904657,5.760002613,5.036275387
ISS,3.8,4.774740338,2.934804201,3.550086379,5.040679455,5.798570514,5.219851613
ISS,4.1,4.84675467,3.120784938,3.262200654,5.024040341,5.780319571,5.104198217
ISS,3.4,4.843093634,3.002353668,3.432083309,5.149490952,5.743936181,5.240630507
ISS,3.4,4.934927464,3.145412683,3.553769171,5.301173329,5.732332349,5.359808683
ISS,3.3,4.777382374,3.180996776,3.30732584,5.212874413,5.647336006,5.384704471
ISS,3.5,4.860827446,3.06727612,3.424323022,5.272478342,5.90897131,5.310266972
ISS,4.1,4.930102587,3.05536747,3.333311915,5.221309543,5.808393598,5.180260301
ISS,4.0,4.679087162,2.97764045,3.381630838,5.040310264,5.864065766,5.018504739
ISS,3.0,4.807340741,2.947880745,3.341710567,5.143371701,5.894438624,5.23816967
ISS,3.5,4.796884894,2.98822397,3.390586495,4.980586767,5.674095988,5.056672454
ISS,4.0,4.834031463,3.080268919,3.475983799,5.179477692,6.006998539,5.333713293
ISS,4.0,4.860398054,3.045915365,3.431611896,5.088310122,5.861598015,4.957618117
ISS,3.0,4.848569512,3.031100392,3.20213598,5.050979257,5.666154623,5.263170719
ISS,3.5,4.844104528,2.936683595,3.382883012,5.098166466,5.761422157,5.32086575
ISS,3.8,4.974690318,3.26676023,3.345016718,5.137390018,5.952089071,5.237665057
ISS,3.5,4.876443386,3.007007658,3.393741548,5.210661411,5.974501014,5.237177372
ISS,3.9,4.742486477,3.077685893,3.365252912,5.106808066,5.837480664,4.965374589
ISS,4.6,4.850482583,2.880022943,3.50929147,5.12182343,5.819325686,5.267927766
ISS,4.0,4.871212006,3.062681973,3.301886261,5.345053911,5.835083008,5.099536896
ISS,2.9,4.792108774,2.997193992,3.537452519,5.122120142,5.865547776,5.389824271
ISS,3.2,4.893846273,3.099099398,3.400099516,5.011439204,5.919691682,5.190316796
ISS,3.7,4.837326407,3.271053672,3.289896786,5.079585314,6.034406066,5.199632287
ISS,3.4,4.980641723,3.162056983,3.319867015,5.107342362,5.87017715,5.028017282
ISS,4.4,4.840380073,3.056178272,3.347345173,5.202917933,5.947757006,5.397344947
ISS,3.6,4.95831418,3.16491282,3.214575589,5.19955194,5.914967656,5.144204259
ISS,3.5,4.817456722,2.919271171,3.375128448,5.126433253,5.720956445,5.244000554
ISS,3.5,4.865485787,3.081426561,3.205945611,5.099836707,5.935152531,4.992795944
ISS,4.0,4.927330732,2.978029013,3.494105399,5.185253024,5.893111944,5.339144945
ISS,4.4,4.746637702,2.837761223,3.78813529,5.087647915,5.732364178,5.35408175
ISS,3.4,4.860794306,2.939535618,3.391634703,5.157419682,5.940991998,5.30681479
ISS,3.4,4.839253068,3.035084307,3.347738981,5.098411083,5.659344792,5.221288681
ISS,4.1,4.820717335,3.211007118,3.414362013,5.087750912,5.97345686,5.079661965
ISS,4.0,4.905029297,3.275256753,3.325364172,5.370172977,5.846164107,5.281029582
ISS,3.6,4.902938128,3.044059932,3.28066659,5.232581615,5.930926681,5.163422108
ISS,3.6,4.842011929,3.059139609,3.484107494,5.191737652,5.671196342,5.229804635
ISS,3.6,4.96230793,3.119219005,3.593878627,5.301178098,5.834903121,5.377479672
ISS,3.3,4.94372499,3.152683616,3.688998163,5.192337632,5.843229413,5.352000594
ISS,3.5,4.877370477,3.121805251,3.29781872,5.215205073,5.970139503,5.076252103
ISS,3.8,4.796247363,3.135397077,3.368846357,5.237341166,5.83856225,5.175443888
ISS,3.9,4.825534225,3.194877803,3.534243703,5.101468444,5.828184366,5.180302501
ISS,2.9,4.963248849,3.009224474,3.315293908,5.165607333,5.794659734,5.173252106
ISS,3.5,4.700321078,3.022603989,3.39347744,5.058903337,5.826993942,5.051933885
ISS,3.0,4.873716235,3.047117114,3.40746206,4.98568058,5.86649549,5.065701246
ISS,3.5,4.923483014,3.162617564,3.554559529,5.162582755,6.043019056,5.164237976
ISS,3.5,4.911695123,2.881546795,3.412149906,5.13829565,5.726901412,5.094807744
ISS,3.7,4.845882893,2.957836449,3.494504213,5.227347016,5.719199896,5.535305381
ISS,3.0,4.773885965,2.993970454,3.390027821,5.022454023,5.616807222,5.266207218
ISS,3.4,4.901650906,2.978931546,3.329486966,5.091202497,5.892973661,5.085447073
ISS,4.4,4.716853499,2.959541023,3.499245644,5.154827714,5.598689675,5.209757924
ISS,3.1,4.929572463,3.054509044,3.327911019,5.161449552,5.821485043,5.061916113
ISS,3.4,4.903069973,3.238726437,3.422456861,5.409669161,5.708228707,5.207329631
ISS,3.5,4.775187492,3.083430946,3.36507386,5.103460431,5.818396688,5.121140957
ISS,3.5,4.721034288,2.874774337,3.286021054,5.07109189,5.621577621,5.113405466
ISS,4.6,4.78183043,3.02892977,3.319339216,5.124389291,5.947865009,5.230847001
ISS,3.7,4.716438413,2.956587255,3.32556659,5.174168825,5.695262671,5.211910367
ISS,3.6,4.952410817,3.282339692,3.340399504,5.254461408,6.159861207,5.251629233
ISS,3.4,4.841996312,3.119606555,3.397198677,5.185883403,5.86475575,5.3295573
ISS,3.1,4.748195171,3.033955216,3.344385564,5.156084418,5.83722043,5.213053465
ISS,4.7,4.832712889,2.943338931,3.32455498,5.16253376,5.843492627,5.124275923
ISS,3.6,4.799957275,3.227588892,3.513495564,5.151375532,5.721407652,5.258475542
ISS,3.3,4.742869377,2.868784904,3.390864789,4.962199807,5.900131464,5.131567359
ISS,3.8,4.75983572,3.136316597,3.216544509,5.138722897,5.8551507,5.290887356
ISS,3.5,4.890119791,2.955825388,3.717429876,5.241604567,5.880020976,5.367356777
ISS,3.5,4.819637299,3.105553865,3.500505745,5.182201624,6.041573524,5.399184108
ISS,3.4,4.849663973,3.063663483,3.395417988,5.143022537,5.84738934,5.259982944
ISS,3.8,4.84351933,2.886486769,3.376247466,5.129012823,5.699258327,5.092804551
ISS,4.0,4.860277891,3.073667109,3.414456904,5.100355744,5.839330792,5.144861698
ISS,3.7,4.909269333,3.143098831,3.466362715,5.113317966,5.971372962,5.382177353
ISS,4.1,4.956473351,2.918482959,3.490520179,5.093199253,5.829652667,5.189959049
ISS,3.9,4.824476242,3.158399582,3.624305248,5.307011962,5.895991087,5.479279876
ISS,3.8,4.79085362,3.197121918,3.197915137,5.178735018,6.066152692,5.163298011
ISS,3.4,4.794808507,3.033331156,3.247074425,5.123820543,5.832291842,5.156095505
ISS,3.5,4.807415843,3.013879001,3.366626859,5.088855386,5.714370251,5.178718925
ISS,3.0,4.884696245,2.973913789,3.386213422,5.178187847,5.811491251,5.144288898
ISS,3.9,4.896892428,3.135121703,3.24005264,5.092637658,5.751875043,5.10371995
ISS,3.5,4.861651421,2.99235028,3.476747334,5.173623085,5.922289729,5.305788517
ISS,3.4,4.856096625,2.906127334,3.222570598,4.982681394,5.865919352,4.919453025
ISS,3.0,4.817017555,2.941971183,3.236779153,5.148728371,5.804569006,5.220224619
ISS,3.0,4.886325717,3.095103323,3.261767805,5.196015,5.821149349,5.142202139
ISS,3.5,4.772765636,2.994129002,3.662572563,5.125092983,5.626837969,5.343320966
ISS,3.4,4.874606609,3.092680037,3.360188305,5.19049108,5.911096931,5.349654317
ISS,3.8,4.808291793,2.97445935,3.226722062,5.118606806,5.714000344,5.255414486
ISS,3.8,4.885086298,3.144260228,3.418701053,5.172454953,6.014177442,5.144530892
ISS,3.1,4.966753364,3.035182536,3.479863822,5.189811945,5.883003831,5.357261181
ISS,3.0,4.861780405,3.111129522,3.348918736,5.147717357,5.800343871,5.191429019
ISS,4.9,4.78183043,3.02892977,3.319339216,5.124389291,5.947865009,5.230847001
ISS,3.4,4.900493145,2.992548347,3.23145473,5.138654947,5.82493782,5.035407186
ISS,3.5,4.931433082,3.169293165,3.410773456,5.115335584,6.031309605,5.156751275
ISS,3.4,4.836159348,3.036017776,3.50527972,5.171602607,5.772968292,5.238969088
ISS,3.5,4.783680081,3.044510186,3.458854556,5.263561606,5.807789683,5.20705688
ISS,3.2,4.937031984,3.186916888,3.456049025,5.144729137,5.867480397,5.268594384
ISS,3.4,4.717749834,3.002159059,3.451666474,4.954193473,5.787691593,5.240475297
ISS,3.4,4.818404317,3.113172233,3.615649223,5.171427846,5.918094277,5.412033319
ISS,3.8,4.900179029,3.012535214,3.137559712,4.996462584,5.884561658,5.005109668
ISS,3.4,4.870073438,2.967989922,3.362931728,5.221333623,5.954687715,5.193171501
ISS,3.5,5.005254388,3.208554506,3.36971885,5.191229343,5.95265007,5.327768207
ISS,3.4,4.81778717,3.005860686,3.648023784,5.268672585,5.833955765,5.291171789
ISS,4.1,4.795965672,3.203036427,3.459177971,5.019884706,5.708761215,5.154564619
ISS,3.4,4.871047616,3.135182202,3.262602925,5.168652892,5.777487159,5.10786581
ISS,3.7,4.727404356,3.168491244,3.527025938,5.197901726,5.472121716,5.255211592
ISS,4.7,4.794352412,3.164679945,3.64877373,5.297632813,5.745966077,5.496083975
ISS,3.5,4.805441141,3.049069524,3.499369621,5.200384378,5.679769874,5.331356883
ISS,4.0,4.829005718,3.130668163,3.403553963,5.110974669,5.900750279,5.24145472
ISS,3.5,4.786302805,2.853164911,3.393507779,5.044898391,5.872350097,5.117649674
ISS,3.4,4.707213759,2.978494167,3.615425587,5.191515446,5.890294433,5.269599438
