segment_id,category,n_poi,mean_satisfaction,mean_Safety,mean_Aesthetics,mean_Vibrancy,mean_Wealth,mean_Depression,mean_Boring,dominant_shap_driver,negative_shap_driver,negative_shap_value,low_satisfaction_flag,low_satisfaction_threshold,geometry_wkt_epsg32649,centroid_x_epsg32649,centroid_y_epsg32649
S000148,CAT,2,3.9,3.127071619,4.977340102,3.445196211,5.116905451,5.915058613,5.1414783,Depression,Depression,-0.04575405206328932,0,3.542857142857143,"MultiLineString ((821301.56424590991809964 3382374.98786059767007828, 821252.42989807832054794 3382222.39127465849742293))",821276.9970719941,3382298.689567628
S000943,CAT,4,4.05,3.0859122575,4.843908429,3.3883389835,5.0658541325,5.8433709145,5.2550017835,Boring,,0.031054837268416836,0,3.542857142857143,"MultiLineString ((820120.19730568327941 3379997.55342924222350121, 820107.47675973642617464 3379969.7698347233235836, 820081.63991122506558895 3379925.30264309281483293, 820042.94929465418681502 3379862.08389353984966874, 820010.39568001008592546 3379809.41473669884726405, 819877.56688770151231438 3379600.23861574288457632, 819844.99076988606248051 3379540.14329316886141896, 819843.37845594517420977 3379534.85619697766378522, 819822.75655844924040139 3379467.36617635516449809, 819819.57014668243937194 3379455.17239885870367289, 819793.74802296562120318 3379356.44746801257133484, 819784.84216323029249907 3379314.3353995643556118))",819931.7046067928,3379664.6136830654
S000614,CAT,2,3.5,3.053322136,4.926604867,3.288441718,5.279385805,5.822444439,5.39443481,Vibrancy,Vibrancy,-0.071786984786495,1,3.542857142857143,"MultiLineString ((811092.73061284678988159 3388217.91797779407352209, 811088.10673988051712513 3388192.4441085709258914, 811083.34793485933914781 3388178.97619219962507486, 811075.28288439544849098 3388172.59440143499523401, 811061.46308240317739546 3388169.63186355633661151, 811049.35563982743769884 3388160.56951086595654488, 811037.87954089231789112 3388147.92910648602992296, 811001.14408954698592424 3388081.77053881529718637, 810991.51286744163371623 3388058.42782025691121817, 810985.29754416819196194 3388041.84337889077141881, 810975.40025092102587223 3388027.72789854509755969, 810960.55935118324123323 3388010.53966930089518428))",811027.5783675215,3388116.3196248654
S000295,CAT,2,4.7,3.18859446,4.887987494,3.323661625,5.237862945,5.999302387,5.330186725,Vibrancy,,0.11362784718700936,0,3.542857142857143,"MultiLineString ((823087.83288074191659689 3385585.26605754625052214, 823147.1478829407133162 3385738.31453298358246684, 823200.76633698493242264 3385852.46146683720871806, 823204.80300434702076018 3385861.06349630327895284, 823243.92711956636048853 3385931.46073729079216719, 823258.15857774554751813 3385972.39447832712903619, 823270.23740182747133076 3385992.49382719909772277))",823175.124714364,3385790.8004873944
S002050,CAT,2,3.6,2.973813653,4.776492357,3.3847543,5.050480247,5.707437158,5.142508745,Aesthetics,Aesthetics,-0.041882279678951355,0,3.542857142857143,"MultiLineString ((830180.4291722469497472 3379540.41636733151972294, 829959.37421326234471053 3379414.95245979959145188, 829932.36669579264707863 3379399.6301816375926137, 829746.04399947926867753 3379289.7955237403512001, 829775.24848235468380153 3379246.60056552570313215, 829816.50653504719957709 3379185.16650353977456689, 829838.04965580510906875 3379167.20556430146098137, 829849.59800372086465359 3379154.50183781515806913, 829863.18376575992442667 3379150.02013540873304009, 829884.84282507072202861 3379150.02521745348349214, 829945.33599130040965974 3379157.41998587269335985, 830050.44040783261880279 3379186.41392028005793691, 830293.9813690175069496 3379248.37520183948799968))",829981.6706116567,3379295.948133394
S001982,CAT,6,3.8333333333333335,3.0956060883333336,4.904078880999999,3.3849252856666667,5.0830040773333325,5.809114972666666,5.146021565000001,Aesthetics,Boring,-0.015876998351533177,0,3.542857142857143,"MultiLineString ((822177.49159292923286557 3387676.06459644716233015, 822080.89594912470784038 3387713.99874828802421689, 822069.15861440706066787 3387718.51064940681681037, 822059.1849782420322299 3387724.10748061491176486, 822049.52861512626986951 3387731.62319625355303288, 822037.20187050721142441 3387743.01120409136638045, 822030.09552317508496344 3387751.97954297484830022, 822016.12480050162412226 3387767.92529562301933765, 822000.22552092187106609 3387797.96722522610798478, 821995.75415747752413154 3387818.73680792283266783, 821995.06036864232737571 3387841.98357499716803432, 821996.72821215074509382 3387865.58954240381717682, 822000.94101948756724596 3387893.71173973940312862))",822054.2134740641,3387761.2892493503
S001907,CAT,10,3.78,3.0296751977999996,4.82239213,3.5393942475999998,5.1359294414,5.758765840600001,5.2538424494,Vibrancy,Vibrancy,-0.018593688054549494,0,3.542857142857143,"MultiLineString ((819746.11206519743427634 3389516.84920635027810931, 819909.75281945802271366 3389719.90621375851333141, 819978.9472175263799727 3389805.76990816136822104, 820011.62201743677724153 3389846.32488376600667834, 820241.56810085487086326 3390113.69838778488337994, 820398.08660633175168186 3390300.20195221807807684, 820450.76317098434083164 3390352.27637099428102374, 820554.68239298602566123 3390447.75814638612791896, 820594.29769126884639263 3390475.32292274571955204))",820156.9849246196,3390008.961886566
S000701,CAT,6,3.5666666666666664,3.0619240406666663,4.864314397333333,3.3674948216666665,5.198212941666667,5.879962841666667,5.227539102333333,Vibrancy,Vibrancy,-0.03683739837843394,0,3.542857142857143,"MultiLineString ((813226.80293103400617838 3391683.88015631539747119, 813505.12649839615914971 3391801.23279437609016895, 813589.55122857843525708 3391836.82336548995226622))",813408.1762064177,3391760.3538324907
S000874,CAT,2,3.4,3.090951145,4.985445857,3.429581225,5.249109268,6.022726536,5.311699152,Depression,Depression,-0.07787350646899704,1,3.542857142857143,"MultiLineString ((814322.1141012916341424 3386678.32505781343206763, 814324.38822864019311965 3386692.91009275941178203, 814337.94261115475092083 3386787.48828910104930401, 814347.01793481619097292 3386847.21532939514145255, 814351.34443957079201937 3386893.22880012122914195, 814350.53683882346376777 3386929.85744366329163313, 814348.14342005434446037 3386959.26938282279297709, 814345.06421032652724534 3386985.18704486731439829, 814336.96889789239503443 3387020.09386639716103673, 814325.9971389805432409 3387054.50612929975613952, 814314.00622902892064303 3387085.65868335822597146, 814297.9748715894529596 3387119.34650955069810152, 814288.25022016814909875 3387134.35913309920579195, 814277.18256346182897687 3387150.9642855254933238, 814239.16637754940893501 3387204.13618781697005033, 814226.40064672683365643 3387223.32260951120406389))",814319.8001344014,3386960.481321457
S001169,CAT,2,4.8,3.038941383,4.948376417,3.423697293,5.271577835,5.981228471,5.219678164,Boring,,0.1287118079556044,0,3.542857142857143,"MultiLineString ((818038.04861186514608562 3387074.49539940524846315, 817931.1959443676751107 3387175.16924502560868859, 817814.49446953111328185 3387292.34870598930865526, 817708.78000724385492504 3387392.34734349930658937, 817647.77666867664083838 3387427.7377250287681818, 817558.69809937360696495 3387468.40730785299092531, 817380.54389648896176368 3387548.41652925638481975, 816065.07772966101765633 3388073.56095466297119856, 816048.09475462068803608 3388081.87699907505884767, 816021.36680370522662997 3388095.66848946362733841, 816012.08926739753223956 3388100.92471667379140854, 815980.43990870239213109 3388120.1112152892164886, 815940.15672435122542083 3388148.1582024097442627, 815836.61980383237823844 3388230.79769906727597117, 815713.41114898934029043 3388336.26145902508869767, 815646.85850545112043619 3388402.23573389183729887, 815585.94471948535647243 3388462.60325557785108685, 815487.15361081948503852 3388568.69467253796756268, 815479.46437550242990255 3388581.72339514875784516, 815472.09742861706763506 3388596.87057685991749167, 815465.94723066012375057 3388612.44177355570718646, 815457.65522117377258837 3388641.81449419585987926, 815450.34015160286799073 3388670.9493545712903142, 815448.87061057263053954 3388709.7014411692507565))",816692.7770973546,3387846.8573623206
S000119,CAT,8,3.7249999999999996,3.1514034567499998,4.799341082500001,3.4722372145,5.1201424895,5.84196767225,5.19712823625,Vibrancy,Wealth,-0.012592715413858552,0,3.542857142857143,"MultiLineString ((828990.10099778650328517 3379883.09484000131487846, 828992.33726899558678269 3379699.83104084245860577, 828992.42273685755208135 3379692.59540365496650338, 828998.07904107077047229 3379578.953787493519485, 829155.47091008978895843 3379385.57625729218125343, 829165.15659393579699099 3379374.02542112674564123, 829246.93294057832099497 3379262.57705568382516503, 829259.00463247601874173 3379246.54719275608658791, 829320.45061814051587135 3379152.78726372448727489, 829344.44761806656606495 3379105.01447769906371832, 829412.89877843391150236 3378978.55170043371617794))",829152.0870340079,3379417.609211524
S000855,CAT,4,3.6,3.0197322069999997,4.8645881415000005,3.3796580435,5.212141037,5.795520246000001,5.219920814,Wealth,Wealth,-0.05044464836199484,0,3.542857142857143,"MultiLineString ((822887.74126646434888244 3387435.94464648561552167, 822869.62363153602927923 3387402.31040824297815561, 822838.53054026118479669 3387339.09241876425221562, 822809.57597589958459139 3387282.07731602760031819, 822787.6540168528445065 3387245.55420337012037635, 822764.33223232207819819 3387206.69141486939042807, 822710.66077348962426186 3387126.59120319038629532, 822677.54925138328690082 3387070.74006759654730558, 822630.71816911653149873 3386999.87009124783799052, 822587.78567004471551627 3386937.69790814118459821, 822565.27392865938600153 3386905.10981123754754663, 822493.61274871905334294 3386802.98190239770337939, 822436.17077379324473441 3386716.15475947130471468, 822362.962742043659091 3386605.26768677588552237, 822286.17760200961492956 3386488.33553064102306962, 822212.45322240854147822 3386382.08567349379882216, 822180.79487972683273256 3386344.64093138743191957, 822146.02742167969699949 3386287.12197596672922373))",822527.3589789175,3386855.036382075
S000751,CAT,2,3.6,2.920522869,4.836652756,3.593599498,5.199015379,5.865796328,5.236735702,Safety,Safety,-0.041847651447865244,0,3.542857142857143,"MultiLineString ((816299.42228128015995026 3385196.04714416200295091, 816277.60339806089177728 3385118.40603084862232208, 816205.08810574479866773 3384902.39309415593743324, 816182.11605954263359308 3384830.9457608899101615, 816153.57989699975587428 3384748.3909909101203084, 816140.34228201885707676 3384700.12842711061239243, 816116.55930024711415172 3384625.17218559794127941, 816099.92066426400560886 3384572.63664774224162102, 816085.76897484203800559 3384537.53450622083619237))",816194.0477720365,3384866.2915000576
S000086,CAT,2,3.4,3.140322268,4.886108994,3.509031713,5.143145323,5.800396562,5.336193562,Boring,Boring,-0.07643978823735985,1,3.542857142857143,"MultiLineString ((817539.95698781462851912 3381069.96169699961319566, 817543.33663840056397021 3381060.90318557526916265, 817543.29063334327656776 3381045.45029258215799928, 817543.18837354087736458 3381010.63677376974374056, 817542.03555180539842695 3380860.70503952261060476, 817541.13898484408855438 3380744.59219875745475292, 817540.9265465447679162 3380717.45695744082331657, 817540.02126007270999253 3380600.32266092440113425, 817539.5238246638327837 3380536.40387749345973134))",817541.5441174427,3380803.481504872
S000804,CAT,2,3.9,3.014306307,4.842306256,3.517911017,5.09955883,5.628543496,5.148458004,Vibrancy,,5.590146863348414e-05,0,3.542857142857143,"MultiLineString ((817883.20588987390510738 3384015.81674985028803349, 817875.26683883182704449 3384069.47539150714874268, 817858.34124171012081206 3384169.62435813527554274, 817843.7531293845968321 3384254.65677358815446496, 817824.20145870069973171 3384376.80704571260139346, 817797.02541075809858739 3384529.85847488418221474, 817762.59930096031166613 3384719.06146291131153703, 817756.05574880097992718 3384759.59617113461717963))",817820.9222002273,3384387.9247104684
S001769,CAT,2,3.4,3.021654725,4.7802881,3.391323149,5.149075627,5.722583771,5.171680212,Aesthetics,Aesthetics,-0.07888178499040985,1,3.542857142857143,"MultiLineString ((823669.37612527247983962 3390567.31353819789364934, 823503.71601348975673318 3390875.61461016815155745, 823312.36499365069903433 3391243.91410372080281377))",823489.7039523533,3390904.9973742515
S001997,CAT,2,4.2,3.083653331,5.012742519,3.38799274,5.27738142,5.911831498,5.236121893,Aesthetics,Vibrancy,-0.006776592143665779,0,3.542857142857143,"MultiLineString ((821150.05791778885759413 3388184.96767506375908852, 821152.23593062802683562 3388186.97514857118949294, 821160.59141830052249134 3388178.92055798368528485))",821155.3427871347,3388183.562632861
S001440,CAT,2,3.9,3.121263623,4.886826158,3.636223733,5.179879189,5.947678924,5.351515532,Vibrancy,Boring,-0.010037425014772745,0,3.542857142857143,"MultiLineString ((819401.66096911579370499 3387909.08258422464132309, 819412.67124586657155305 3387908.30962166422978044, 819440.78350797481834888 3387906.3556972942315042, 819483.26129754818975925 3387929.45957452291622758, 819528.39474916504696012 3387954.01865518232807517))",819466.7056796142,3387923.8437474994
S000247,CAT,2,4.0,3.194328964,4.846814752,3.458098352,5.115706444,5.86327064,5.25017786,Vibrancy,,0.0013395370423548107,0,3.542857142857143,"MultiLineString ((813300.3123889216221869 3393298.27965004742145538, 813274.35526413016486913 3393287.78969961870461702, 813168.53346271812915802 3393243.71911292336881161, 813109.52025490696541965 3393218.94824456702917814, 813085.01419256022199988 3393209.71095957327634096))",813192.7429285102,3393253.788080172
S000255,CAT,2,3.5,2.951223969,4.792981744,3.319450378,5.152418137,5.847874165,5.205632091,Safety,Safety,-0.053525295856674315,1,3.542857142857143,"MultiLineString ((825218.6628768655937165 3378650.32211193209514022, 825211.82016564579680562 3378689.61429834365844727, 825201.73398445965722203 3378905.33925509685650468, 825197.30401705438271165 3379104.29371514311060309, 825197.54410077002830803 3379121.89623366389423609))",825204.0859158317,3378885.807592188
S001110,CAT,4,3.5,3.048419535,4.897395253,3.3360320029999997,5.0718058345,5.806183636,5.101670265,Depression,Wealth,-0.04837682923802085,1,3.542857142857143,"MultiLineString ((805571.15650386665947735 3390693.28736120788380504, 805773.4715459041763097 3390642.83098149392753839, 805977.88719694479368627 3390591.84949616994708776, 806185.2106030210852623 3390539.64457020349800587, 806238.55495383706875145 3390515.4878120506182313, 806351.92564005241729319 3390465.85549824358895421, 806357.8330643551889807 3390462.70478904386982322))",805968.6605583633,3390590.0736216507
S001607,CAT,2,3.5,3.080725372,4.875411987,3.300356865,5.141999602,5.856535673,5.280879736,Vibrancy,Vibrancy,-0.060525333214596265,1,3.542857142857143,"MultiLineString ((821250.55906804651021957 3388262.32461844198405743, 821374.6713234466733411 3388396.24550494691357017, 821429.04099473252426833 3388453.92481495859101415, 821450.12787244282662868 3388476.2886321758851409, 821553.83238069235812873 3388577.80002109427005053, 821638.14699824876151979 3388669.88693209271878004))",821443.8668321815,3388466.592099239
S000559,CAT,2,3.5,3.117355764,4.990516901,3.376213372,5.241426229,5.961442947,5.252564549,Depression,Depression,-0.06758077970853305,1,3.542857142857143,"MultiLineString ((815386.36410331865772605 3389269.54172206297516823, 815373.99899756792001426 3389288.15025532292202115, 815313.24786558107007295 3389464.98636391991749406, 815305.12968793301843107 3389480.2337063611485064, 815294.46064146631397307 3389497.00477740727365017, 815254.87036726693622768 3389535.74118276359513402, 815250.88568259682506323 3389539.99816062394529581))",815327.3805573367,3389410.3261162294
S001253,CAT,2,3.5,2.958550751,4.723820567,3.354755759,5.121343374,5.716001749,5.19001317,Boring,,0.021465946058532567,1,3.542857142857143,"MultiLineString ((827859.67789358412846923 3376509.13998502865433693, 827841.32515840022824705 3376512.52555526094511151, 827450.56515985680744052 3376485.66505069611594081, 827175.58069350302685052 3376464.36836487101390958, 827151.01307211106177419 3376462.46075183479115367, 827086.33871374558657408 3376461.52923619095236063, 827082.66877969773486257 3376461.74040673580020666, 826953.09093491279054433 3376469.38546524662524462, 826858.55649889097549021 3376474.96980631211772561, 826841.2855773891787976 3376475.98072287300601602, 826814.94996703416109085 3376477.53965876530855894, 826809.29582511284388602 3376477.86867096507921815, 826792.23657794820610434 3376478.87496793875470757, 826783.81753791566006839 3376479.37587116099894047, 826778.56708775437436998 3376480.02786618331447244))",827319.3294631444,3376482.040208712
S000099,CAT,4,3.75,3.1047706605,4.8681794405000005,3.3108234705,5.295364201,5.795614838500001,5.2585038545,Wealth,Vibrancy,-0.024852046580235793,0,3.542857142857143,"MultiLineString ((819665.00790859013795853 3380091.96964309317991138, 819806.85982013039756566 3380066.65666636079549789, 819830.20212269714102149 3380063.20615565776824951, 819950.60948776151053607 3380034.73018148634582758, 820120.19730568327941 3379997.55342924222350121, 820219.77479412721004337 3379976.02339453250169754, 820272.33256383007392287 3379964.25836405297741294, 820314.72720349603332579 3379951.00501317251473665, 820353.08167674951255322 3379936.24455626541748643, 820457.41603057109750807 3379888.8265537298284471, 820472.61305344838183373 3379881.6505497875623405, 820708.05881851818412542 3379773.66884468263015151, 820729.71422427031211555 3379763.60971677443012595, 820834.6324678857345134 3379718.34365238714963198, 820986.93693256075493991 3379651.08389976527541876, 821027.75894530850928277 3379632.92429685266688466, 821055.22805841790977865 3379621.31765226135030389, 821079.45117540983483195 3379614.4768048357218504, 821108.5879116264404729 3379608.86967157432809472, 821139.18835388938896358 3379605.43743683770298958, 821180.06786670139990747 3379606.0845768740400672, 821251.61866180622018874 3379612.24918583082035184, 821494.00651830551214516 3379629.60501888440921903))",820579.6311131417,3379829.85885207
S001186,CAT,2,3.5,3.182365119,4.833156228,3.475865602,5.064582109,5.864027023,5.148591876,Safety,Safety,-0.0701802872088877,1,3.542857142857143,"MultiLineString ((819979.65718910412397236 3386043.55990368686616421, 820015.5397291409317404 3386066.1144132730551064, 820036.23811043030582368 3386076.57417834270745516, 820078.41849579708650708 3386098.92708270950242877, 820150.73216380481608212 3386140.41202793968841434, 820466.39249513857066631 3386325.30223441403359175, 820490.51797313196584582 3386349.07467291550710797, 820512.02980075776576996 3386370.28297965740785003, 820550.58244873699732125 3386414.13213528273627162, 820630.98511600855272263 3386467.10606546374037862, 820686.04212984698824584 3386574.56494808383285999, 820764.19340261118486524 3386711.63912049401551485, 820858.58957833854947239 3386828.21653621457517147, 820909.39580944715999067 3386912.11692769359797239, 820915.26045590708963573 3386965.88584660971537232, 820913.65698533691465855 3387019.8101710588671267, 820927.25887085637077689 3387071.7888013394549489, 820994.13118107779882848 3387253.58807957824319601, 820996.34848743840120733 3387259.44867323292419314, 821158.60766672994941473 3387630.91395055875182152))",820686.51268184,3386740.0567027126
S001990,CAT,6,3.6,3.0740104716666665,4.832138379333333,3.3818463286666662,5.091801524,5.846732179333333,5.213333765999999,Vibrancy,Vibrancy,-0.04781067468187974,0,3.542857142857143,"MultiLineString ((817381.53433533385396004 3384315.77202321076765656, 817406.63517116475850344 3384427.36841504508629441, 817436.19180969276931137 3384515.14125935919582844, 817450.97393707884475589 3384538.13153205579146743, 817468.50879862415604293 3384555.06423709262162447, 817487.23120075173210353 3384566.89245491800829768))",817420.2189670394,3384449.659654888
S001757,CAT,2,3.4,3.189783275,4.831944585,3.61323458,5.191843033,5.852071047,5.126733065,Vibrancy,Vibrancy,-0.06764024118671791,1,3.542857142857143,"MultiLineString ((826916.72780504543334246 3392690.72259562276303768, 826816.09504057781305164 3392688.94522654172033072, 826811.77102914056740701 3392703.93443481391295791, 826810.2526035369373858 3392737.20412764279171824, 826809.09791912976652384 3392742.98640831187367439, 826807.81745962239801884 3392749.43079856177791953, 826762.21839519869536161 3392741.64170378539711237, 826712.78114184318110347 3392733.78070778539404273, 826702.46087458834517747 3392732.16875093802809715))",826809.651912412,3392716.6863494534
S002036,CAT,2,3.5,3.151082993,4.952063203,3.308036029,5.217326283,6.026718259,5.128856182,Wealth,Wealth,-0.02804080026018244,1,3.542857142857143,"MultiLineString ((806205.97180771070998162 3389121.80998203158378601, 806359.2910460599232465 3389397.21682216692715883))",806282.6314268853,3389259.5134020993
S000487,CAT,2,3.6,3.136506677,4.956469536,3.512041748,5.213181138,5.82431066,5.223264217,Aesthetics,,0.035658145506279014,0,3.542857142857143,"MultiLineString ((814883.8079103009076789 3388253.9808391653932631, 814960.22858725441619754 3388342.91476938314735889, 815035.94212547969073057 3388431.02953516552224755, 815112.09108565340284258 3388519.64615071611478925, 815136.53581838053651154 3388548.0883609727025032, 815188.82377332518808544 3388608.94645232381299138, 815246.88573015120346099 3388680.20789729058742523, 815266.89260690507944673 3388700.78405810613185167, 815277.85344394366256893 3388702.30327135557308793, 815341.80055972747504711 3388711.17696737172082067, 815366.67188482196070254 3388713.50260210828855634, 815437.39743936038576066 3388720.12195569043979049))",815137.8690538631,3388530.204089879
S001621,CAT,2,3.5,3.111066341,4.852238655,3.438725591,5.144788027,5.870296955,5.125088811,Boring,Boring,-0.06476435250993277,1,3.542857142857143,"MultiLineString ((819830.20212269714102149 3380063.20615565776824951, 819783.9587124251993373 3379997.30087307374924421, 819754.6291253415402025 3379954.87370557803660631, 819745.92102634068578482 3379939.91929152468219399, 819737.58670752309262753 3379921.74575853394344449, 819728.79675802867859602 3379898.17488130461424589, 819722.26450098329223692 3379878.21187237789854407, 819653.28833588561974466 3379594.96531128184869885, 819598.91417830577120185 3379371.72710721287876368))",819692.8456657362,3379726.93558025
S000843,CAT,2,3.5,3.177098215,4.864792824,3.374965847,5.162798643,5.93684113,5.256810546,Depression,Depression,-0.06464418412070193,1,3.542857142857143,"MultiLineString ((818711.593016303377226 3378351.31018651323392987, 818709.98187849053647369 3378372.73084346111863852, 818709.40025988779962063 3378380.4062586803920567, 818703.30735410749912262 3378461.00412587821483612, 818691.18990879110060632 3378701.82474074559286237, 818686.39896122051868588 3378791.74086463684216142, 818683.6427341983653605 3378843.56505569722503424))",818696.6943895157,3378597.3778895345
S000141,CAT,8,3.6249999999999996,3.1081799117500006,4.90135052775,3.4095167520000005,5.220825642,5.9604680834999995,5.2956160905,Depression,Depression,-0.034526613918677555,0,3.542857142857143,"MultiLineString ((820147.99296496855095029 3382116.97503727255389094, 820198.54765400104224682 3382185.15354153234511614, 820260.60769373341463506 3382246.40226536709815264))",820201.8031676359,3382183.8568803943
S001706,CAT,2,3.5,3.149807572,4.747425318,3.610211074,5.249888659,5.683398128,5.434597731,Wealth,Safety,-0.0054026202234314855,1,3.542857142857143,"MultiLineString ((813108.68645862000994384 3391289.92845191713422537, 813124.71390293736476451 3391364.1199964783154428, 813156.2527149070519954 3391518.67097801482304931, 813160.03527477383613586 3391547.07472696900367737, 813165.88639330328442156 3391572.35291222995147109, 813181.87722690915688872 3391660.31866792496293783, 813187.06572844856418669 3391699.79660542262718081, 813189.03875334071926773 3391714.81673816312104464, 813192.83505268348380923 3391783.69133386993780732, 813188.79227742017246783 3391828.6396331749856472, 813175.74322799989022315 3391870.0072509259916842, 813165.42853685538284481 3391899.54411510797217488, 813134.62961587193422019 3391989.44649161491543055, 813103.87911960203200579 3392066.79630806716158986, 813086.2984932844992727 3392110.50751088699325919))",813152.587587308,3391704.264596617
S001451,CAT,2,4.8,2.923497558,4.625693083,3.349706948,5.064626455,5.528194427,5.024914145,Aesthetics,,0.07368193196046303,0,3.542857142857143,"MultiLineString ((806912.2506376055534929 3391291.30780494399368763, 806964.52687771443743259 3391776.63536200346425176))",806938.38875766,3391533.9715834735
S000409,CAT,2,3.6,3.098336041,4.787837863,3.329447508,5.160429001,5.67956531,5.348994255,Boring,Boring,-0.03566520747530197,0,3.542857142857143,"MultiLineString ((827844.48243280197493732 3375870.17237352719530463, 827271.73937588464468718 3375815.13667767448350787, 827256.50993913901038468 3375875.2343986090272665, 827241.44649847131222486 3376051.46805236069485545, 827227.79888045659754425 3376211.07027300586923957, 827201.23943447531200945 3376304.70696806395426393, 827156.74895879346877337 3376377.27599922707304358, 827086.24630344193428755 3376457.26352762663736939, 827082.66877969773486257 3376461.74040673580020666))",827369.2561610994,3376012.3408586727
S001929,CAT,2,3.4,3.123909712,4.929848433,3.613235593,5.273456931,5.922876835,5.386721253,Vibrancy,Vibrancy,-0.06559579775479933,1,3.542857142857143,"MultiLineString ((813999.21448531886562705 3387645.64573089079931378, 814115.95007054542656988 3387708.65068774204701185, 814245.04566535586491227 3387780.51963984686881304))",814122.3495112425,3387712.682391464
S001372,CAT,2,4.6,3.084108233,4.862192512,3.3513937,5.239606977,5.912351608,5.290529132,Wealth,,0.08984528441897346,0,3.542857142857143,"MultiLineString ((815861.47912250645458698 3388310.64783265395089984, 815857.14510087936650962 3388323.20848504360765219, 815854.04896368528716266 3388328.91205994831398129, 815847.1755068504717201 3388336.69183254428207874, 815840.78980471868999302 3388340.93386086309328675))",815853.179986292,3388327.28725122
S000164,CAT,2,3.5,3.227570713,4.950002313,3.57194984,5.168035269,5.644129038,5.144756317,Boring,Boring,-0.04912498393419938,1,3.542857142857143,"MultiLineString ((824400.49261747230775654 3379549.18974457820877433, 824425.35670327860862017 3379688.12101485906168818, 824443.950580497039482 3379790.26421056687831879, 824458.59382046980317682 3379864.50315919797867537))",824429.0107340248,3379706.946371897
S002071,CAT,2,3.5,3.105323553,4.777648926,3.512716353,5.125550628,5.703181267,5.143763065,Boring,Boring,-0.05055191229492158,1,3.542857142857143,"MultiLineString ((807294.91278322460129857 3389929.85656059766188264, 807358.72382097342051566 3390122.71623170142993331, 807421.40117462270427495 3390308.77368641784414649, 807474.12649127258919179 3390484.18125180108472705))",807386.1510322096,3390206.5042511355
S001978,CAT,4,4.15,2.94929117,4.718907595,3.416376054,5.049860835,5.659048915,5.377446771,Vibrancy,,0.05090119034810777,0,3.542857142857143,"MultiLineString ((817113.05084555293433368 3396705.54891855828464031, 817122.98403331730514765 3396714.30035685794427991, 817140.16340310242958367 3396721.38959406036883593, 817467.1003823324572295 3396829.59742443123832345))",817288.6003894998,3396770.338285105
S002061,CAT,2,3.5,3.205724716,4.891981363,3.456805587,5.158915639,6.008324265,5.300924897,Depression,Depression,-0.08448862102219744,1,3.542857142857143,"MultiLineString ((808625.93458504020236433 3380772.92599114216864109, 808534.7400235862005502 3380598.50813801353797317, 808419.28499420965090394 3380377.67104178573936224, 808410.78832974075339735 3380360.87983378116041422, 808302.58007903909310699 3380147.23255256982520223, 808298.49658060958608985 3380138.78072515269741416))",808461.1747765287,3380456.3874405115
S001735,CAT,2,3.4,3.176910818,4.868026137,3.282556176,5.10111475,5.881532669,5.094135761,Safety,Safety,-0.06868409517478247,1,3.542857142857143,"MultiLineString ((812042.94640253914985806 3387590.42253138497471809, 811992.87164120795205235 3387589.79587116790935397, 811910.71270485140848905 3387588.77463180245831609, 811533.69358966709114611 3387599.02694568550214171, 811508.00436439691111445 3387599.33964414056390524, 811493.94931175722740591 3387599.51103110378608108, 811482.72466204618103802 3387599.1093158065341413, 811477.67422780732158571 3387598.74151042615994811, 811465.69987424183636904 3387597.03056695265695453, 811454.1103116231970489 3387594.29848642647266388, 811445.28587774140760303 3387591.59073521755635738, 811430.90918452758342028 3387585.93669889308512211, 811413.16961795056704432 3387575.67916344758123159, 811395.83373917196877301 3387563.08021153416484594, 811392.23090793215669692 3387560.46770845493301749, 811374.10308032133616507 3387548.3564298739656806, 811359.15344548714347184 3387538.25717165973037481, 811342.70215428760275245 3387525.95027021132409573, 811323.38811776402872056 3387512.33967747678980231, 811271.2255433090031147 3387478.55697603803128004, 811108.18953533796593547 3387362.10367728536948562, 811069.42632327333558351 3387339.19748741667717695, 811046.90471879229880869 3387325.22867530584335327, 811017.94923463021405041 3387308.56605686200782657))",811507.4242214828,3387527.287519241
S000414,CAT,2,3.7,3.072963357,4.83632338,3.452771664,5.189846754,5.808577538,5.27953589,Vibrancy,Depression,-0.03386385971082784,0,3.542857142857143,"MultiLineString ((818998.05878710758406669 3387210.26112878182902932, 818992.87178942724131048 3387215.14740178035572171, 818979.2404568832134828 3387229.18632642552256584, 818954.9937797689344734 3387297.55945683782920241, 818937.98845611233264208 3387345.48849187791347504, 818883.205375921796076 3387473.77910512872040272, 818855.69840980134904385 3387508.85427369875833392, 818852.05691597890108824 3387512.79834991227835417, 818687.64533994463272393 3387657.16543113766238093))",818865.9526336755,3387449.7298980467
S001166,CAT,2,4.6,3.022120118,4.817010999,3.426557899,4.99590981,5.6992625,5.259718537,Wealth,,0.06852793455346426,0,3.542857142857143,"MultiLineString ((820432.48749460303224623 3388325.4560212753713131, 820449.01546010770834982 3388297.02953258482739329))",820440.7514773554,3388311.2427769303
